api/azure-openai-responses.ts:26	deployment map parsing	AZURE_OPENAI_DEPLOYMENT_NAME_MAP, comma entries, "id=deployment", trimmed	MATCH	azure_openai.rs:41	identical (request-scoped env honored: azure_openai.rs:88 + http_api_provider.rs:558)
api/azure-openai-responses.ts:97	azure missing-API-key fail-fast	throw "No API key for provider: X" when apiKey option absent	DRIFT	http_api_provider.rs:605	ri inserts the api-key header only when a key resolves (option or env) and otherwise sends the request without credentials; pi errors locally before any request
api/azure-openai-responses.ts:110	azure SDK maxRetries default	options.maxRetries ?? 0	DRIFT	http_api_provider.rs:614	covered by the shared no-retry-loop drift row (caller-set maxRetries ignored)
api/azure-openai-responses.ts:173	azure host suffixes	.openai.azure.com / .cognitiveservices.azure.com / .ai.azure.com	MATCH	azure_openai.rs:185	identical
api/azure-openai-responses.ts:181	azure path normalization	path in {"","/","/openai","/openai/v1/responses"} -> /openai/v1, query cleared	MATCH	azure_openai.rs:194	identical
api/azure-openai-responses.ts:195	default azure base URL	https://{resource}.openai.azure.com/openai/v1	MATCH	azure_openai.rs:203	identical
api/azure-openai-responses.ts:203	api version resolution	azureApiVersion || AZURE_OPENAI_API_VERSION || "v1"	MATCH	azure_openai.rs:211	identical incl. request-scoped env
api/azure-openai-responses.ts:208	base URL resolution order	azureBaseUrl(trim) || AZURE_OPENAI_BASE_URL(trim) || resourceName-URL || model.baseUrl || error	MATCH	azure_openai.rs:217	identical order and env names (AZURE_OPENAI_RESOURCE_NAME honored from request-scoped env too — prior audit DRIFT claim no longer holds)
api/azure-openai-responses.ts:243	azure request URL + auth header	SDK: {base}/responses?api-version={v}; api-key header	MATCH	http_api_provider.rs:2529,612	identical
api/azure-openai-responses.ts:264	azure prompt_cache_key	clamp(sessionId), no retention gate	MATCH	azure_openai.rs:112	identical
api/azure-openai-responses.ts:280	azure reasoning branches	effort/summary defaults medium/auto + include; off branch without github-copilot gate	MATCH	azure_openai.rs:127	identical
api/azure-openai-responses.ts:276	azure tools	all context tools, strict false, no deferred-tool split	MATCH	azure_openai.rs:124	identical
api/anthropic-messages.ts:51	cache retention env gate PI_CACHE_RETENTION=="long", default "short"	long/short	DRIFT	anthropic.rs:1446	same env name+values, but ri reads process env only (std::env::var); pi consults request-scoped options.env first (getProviderEnvValue) — per-request PI_CACHE_RETENTION override ignored in ri
api/anthropic-messages.ts:66	long cache retention ttl	"1h"	MATCH	anthropic.rs:1458-1459	"1h" when Long && supportsLongCacheRetention
api/anthropic-messages.ts:69	cache_control type	"ephemeral"	MATCH	anthropic.rs:1457	same
api/anthropic-messages.ts:74	claudeCodeVersion (user-agent)	2.1.75	MATCH	anthropic_compat.rs:3	CLAUDE_CODE_VERSION "2.1.75"; used at anthropic.rs:998
api/anthropic-messages.ts:79-97	claudeCodeTools canonical list	17 names Read..WebSearch	MATCH	anthropic_compat.rs:5-23	identical 17 entries, same order
api/anthropic-messages.ts:99-110	CC tool-name mapping case-insensitive both directions	lowercase lookup	MATCH	anthropic_compat.rs:25-39	eq_ignore_ascii_case
api/anthropic-messages.ts:131	tool-result text blocks joined with	"\n"	MATCH	anthropic.rs:1305	join("\n")
api/anthropic-messages.ts:157	image-only tool result placeholder	(see attached image)	MATCH	anthropic.rs:1331	same, inserted at index 0
api/anthropic-messages.ts:168	fine-grained tool streaming beta flag	fine-grained-tool-streaming-2025-05-14	MATCH	anthropic.rs:1052	also build_anthropic_default_headers:1039
api/anthropic-messages.ts:169	interleaved thinking beta flag	interleaved-thinking-2025-05-14	MATCH	anthropic.rs:1055	gated on !forceAdaptiveThinking, same as pi:842
api/anthropic-messages.ts:175	compat default supportsEagerToolInputStreaming	true	MATCH	anthropic.rs:1473-1480	unwrap_or(true)
api/anthropic-messages.ts:176	compat default supportsLongCacheRetention	true	MATCH	anthropic.rs:1464-1471	unwrap_or(true)
api/anthropic-messages.ts:177	compat default sendSessionAffinityHeaders	false	MATCH	anthropic.rs:1084-1091	unwrap_or(false)
api/anthropic-messages.ts:178	compat default supportsCacheControlOnTools	true	MATCH	anthropic.rs:1482-1489	unwrap_or(true)
api/anthropic-messages.ts:179	compat default supportsTemperature	true	MATCH	anthropic.rs:1521-1528	unwrap_or(true)
api/anthropic-messages.ts:180	compat default allowEmptySignature	false	MATCH	anthropic.rs:1510-1517	unwrap_or(false)
api/anthropic-messages.ts:190-197	supportsToolReferences default: provider=="anthropic", !haiku, regex ^claude-(?:opus|sonnet|fable)-(\d+)(?:-(\d+))?(?:-|$), minor len<8, major>4||(major==4&&minor>=5)	as listed	MATCH	anthropic.rs:757-778	identical regex and version rules
api/anthropic-messages.ts:304-311	ANTHROPIC_MESSAGE_EVENTS set	6 events message_start..content_block_stop	MATCH	anthropic.rs:19-26	identical
api/anthropic-messages.ts:280-290	assertRequestAuth accepted headers (fail-fast)	authorization, x-api-key, cf-aig-authorization (non-blank)	MATCH	http_api_provider.rs:659,721-728	headers_carry_request_auth identical trio + non-blank check, error before request
api/anthropic-messages.ts:536	interleavedThinking option default	true	MATCH	http_api_provider.rs:679	unwrap_or(true); AnthropicClientOptions default anthropic.rs:640
api/anthropic-messages.ts:553	request maxRetries default	0	MATCH	http_api_provider.rs:705	ri anthropic path makes exactly one attempt; note: a caller-set maxRetries>0 is honored by pi's SDK but ignored by ri (default behavior identical)
api/anthropic-messages.ts:567-574	message_start usage fields incl cache_creation.ephemeral_1h_input_tokens; totalTokens computed input+output+cacheRead+cacheWrite	as listed	MATCH	anthropic.rs:546-586	identical fields and total formula
api/anthropic-messages.ts:597	redacted thinking placeholder	[Reasoning redacted]	MATCH	anthropic.rs:332	same
api/anthropic-messages.ts:722	reasoning tokens usage path	output_tokens_details.thinking_tokens	MATCH	anthropic.rs:565-568	same pointer
api/anthropic-messages.ts:766-784	mapThinkingLevelToEffort: thinkingLevelMap value passthrough; unmapped minimal/low→low, medium→medium, high/default→high	passthrough	DRIFT	anthropic.rs:1530-1548	ri whitelists mapped values {low,medium,high,xhigh,max} and coerces any other mapped string to "high"; pi sends the mapped string verbatim. Only differs for custom models whose thinkingLevelMap holds a non-standard effort string
api/anthropic-messages.ts:800,842,1006	forceAdaptiveThinking gate: only compat===true enables adaptive	strict true	MATCH	anthropic.rs:1495-1505	as_bool().unwrap_or(false); no id-based fallback
api/anthropic-messages.ts:811-825	simple thinking budget path: adjustMaxTokensForThinking + clampMaxTokensToContext + budget=min(adjusted, maxTokens-1024)	1024 floor	MATCH	anthropic.rs:719-731	identical incl saturating_sub(1024)
api/anthropic-messages.ts:1022	budget_tokens default when thinkingBudgetTokens falsy	|| 1024	DRIFT	anthropic.rs:918	pi `options.thinkingBudgetTokens || 1024` maps an explicit 0 to 1024; ri unwrap_or(1_024) keeps Some(0) as 0. Differs only when a caller passes budget 0 (or the simple path computes 0 for tiny maxTokens)
api/anthropic-messages.ts:828-830	OAuth token detection	apiKey includes "sk-ant-oat"	MATCH	anthropic.rs:1080-1082	contains
api/anthropic-messages.ts:860-903	browser headers: accept application/json, anthropic-dangerous-direct-browser-access true, anthropic-beta joined ","	as listed	MATCH	anthropic.rs:1060-1071	identical
api/anthropic-messages.ts:884	OAuth beta list prefix	claude-code-20250219, oauth-2025-04-20 (+ betas)	MATCH	anthropic.rs:988-997	same order, joined ","
api/anthropic-messages.ts:885	OAuth user-agent	claude-cli/2.1.75	MATCH	anthropic.rs:998	same
api/anthropic-messages.ts:886	OAuth x-app header	cli	MATCH	anthropic.rs:999	same
api/anthropic-messages.ts:897-898	session affinity header (gated on compat + cacheRetention!=none sessionId)	x-session-affinity	MATCH	anthropic.rs:1013-1018	same gate and header
api/anthropic-messages.ts:(SDK)	anthropic-version default header	2023-06-01	MATCH	http_api_provider.rs:691-693	pi gets it from @anthropic-ai SDK; ri sets explicitly
api/anthropic-messages.ts:(SDK)	messages endpoint	POST {baseUrl}/v1/messages	MATCH	http_api_provider.rs:710	endpoint_url(base, "v1/messages")
api/anthropic-messages.ts:952	max_tokens payload default	model.maxTokens	MATCH	anthropic.rs:833	unwrap_or(model.max_tokens)
api/anthropic-messages.ts:961	OAuth Claude Code identity system block	You are Claude Code, Anthropic's official CLI for Claude.	MATCH	anthropic.rs:848	same text, cache_control applied, prepended before systemPrompt
api/anthropic-messages.ts:984	temperature gate: omit when thinkingEnabled or !supportsTemperature	as listed	MATCH	anthropic.rs:837-842	thinking_enabled != Some(true)
api/anthropic-messages.ts:1005	thinkingDisplay default	summarized	MATCH	anthropic.rs:907-909	unwrap_or "summarized"
api/anthropic-messages.ts:1008-1017	adaptive thinking payload {type:"adaptive",display} + output_config.effort	as listed	MATCH	anthropic.rs:910-914	identical
api/anthropic-messages.ts:1026-1028	thinking {type:"disabled"} unless thinkingLevelMap.off===null	disabled	MATCH	anthropic.rs:923-928	get(Off) != Some(&None)
api/anthropic-messages.ts:1038-1044	tool_choice string → {type: s}; object passthrough	as listed	MATCH	anthropic.rs:1411-1418	empty string dropped in both (falsy / Some(""))
api/anthropic-messages.ts:1050-1052	tool call id normalization	[^a-zA-Z0-9_-]→_, max 64	MATCH	anthropic.rs:1279-1290	identical
api/anthropic-messages.ts:1230-1251	cache_control appended to last USER message (only when the final message is a user message); block types text|image|tool_result; string content wrapped as text block	final-message-only	DRIFT	anthropic.rs:1337-1373	ri searches backwards for the last user-role message (rev().find) and tags it even when an assistant message is final; pi tags only when params[last] is user. Differs for histories ending in an assistant turn (e.g. prefill) — ri caches one extra breakpoint, pi none
api/anthropic-messages.ts:1275	eager_input_streaming flag on tools	true	MATCH	anthropic.rs:1402-1404	same
api/anthropic-messages.ts:1281	defer_loading flag on deferred tools	true	MATCH	anthropic.rs:892	same
api/anthropic-messages.ts:1282	cache_control on last immediate tool only (when supportsCacheControlOnTools)	index==len-1	MATCH	anthropic.rs:869-884	last_tool_index gate identical; deferred tools never cached
api/anthropic-messages.ts:1287-1313	stop reason map: end_turn/pause_turn/stop_sequence→stop, max_tokens→length, tool_use→toolUse, refusal→error(+explanation fallback "The model refused to complete the request"), sensitive→error, unknown→throw	as listed	MATCH	anthropic.rs:588-609	identical incl empty-explanation fallback and unknown→Err
api/anthropic-messages.ts:794-795	streamSimple without reasoning sends thinkingEnabled:false	false	MATCH	anthropic.rs:733-735	thinking_enabled Some(false)
api/anthropic-messages.ts:852-871	copilot client: Bearer auth (authToken), browser headers + betas, dynamic copilot headers, header merge order model.headers→dynamic→options	as listed	MATCH	anthropic.rs:948-960	identical order and auth scheme
api/github-copilot-headers.ts:5-8	X-Initiator value	"agent" if last message not user else "user"	MATCH	github_copilot_headers.rs:4-9	identical incl empty→user
api/github-copilot-headers.ts:29	Openai-Intent header value	conversation-edits	MATCH	github_copilot_headers.rs:33	same
api/github-copilot-headers.ts:33	Copilot-Vision-Request header value	"true" when images present	MATCH	github_copilot_headers.rs:35-37	same
api/github-copilot-headers.ts:11-21	vision detection scans user + toolResult image blocks	as listed	MATCH	github_copilot_headers.rs:11-25	identical
api/simple-options.ts:12	CONTEXT_SAFETY_TOKENS	4096	MATCH	simple_options.rs:3	4_096
api/simple-options.ts:13	MIN_MAX_TOKENS	1	MATCH	simple_options.rs:4	1
api/simple-options.ts:15-19	clampMaxTokensToContext: contextWindow<=0→max(1,x); else min(x, max(1, cw-estimate-4096))	as listed	MATCH	simple_options.rs:13-21	identical
api/simple-options.ts:58-63	default thinking budgets	minimal 1024, low 2048, medium 8192, high 16384	MATCH	simple_options.rs:50-61	identical
api/simple-options.ts:47-49	clampReasoning xhigh/max→high	high	MATCH	simple_options.rs:36-42	identical
api/simple-options.ts:66	minOutputTokens (budget shrink floor)	1024	MATCH	simple_options.rs:5,79	MIN_OUTPUT_TOKENS_WITH_THINKING
api/simple-options.ts:69-76	adjust formula: maxTokens=min(base+budget, modelMax); if maxTokens<=budget → budget=max(0,maxTokens-1024)	as listed	MATCH	simple_options.rs:67-86	identical (saturating)
api/simple-options.ts:29	buildBaseOptions default maxTokens = clamp(options.maxTokens ?? model.maxTokens)	model cap	MATCH	simple_options.rs:23-34	apply_simple_stream_defaults; 0→None mirrors pi falsy omission
api/transform-messages.ts:12	non-vision user image placeholder	(image omitted: model does not support images)	MATCH	message_transform.rs:7-8	same
api/transform-messages.ts:13	non-vision tool image placeholder	(tool image omitted: model does not support images)	MATCH	message_transform.rs:9-10	same
api/transform-messages.ts:15-33	consecutive-image placeholder dedup (previousWasPlaceholder incl. text==placeholder)	as listed	MATCH	message_transform.rs:249-293	identical for user and tool blocks
api/transform-messages.ts:95-98	same-model check	provider && api && model triple	MATCH	message_transform.rs:119-121	identical
api/transform-messages.ts:101-117	thinking transform: redacted kept same-model only; signed kept same-model even if empty; empty dropped; cross-model→plain text	as listed	MATCH	message_transform.rs:127-147	identical incl non-empty signature check
api/transform-messages.ts:131-134	thoughtSignature dropped cross-model	drop	MATCH	message_transform.rs:155-157	same
api/transform-messages.ts:167-174	synthetic tool result for orphaned calls	"No result provided", isError:true	MATCH	message_transform.rs:235-244	same text and flag
api/transform-messages.ts:194-197	skip assistant messages with stopReason error/aborted	skip	MATCH	message_transform.rs:186-189	same
api/cloudflare.ts:2-3	CLOUDFLARE_WORKERS_AI_BASE_URL	https://api.cloudflare.com/client/v4/accounts/{CLOUDFLARE_ACCOUNT_ID}/ai/v1	MATCH	models.rs:10	identical
api/cloudflare.ts:6-7	CLOUDFLARE_AI_GATEWAY_COMPAT_BASE_URL	https://gateway.ai.cloudflare.com/v1/{CLOUDFLARE_ACCOUNT_ID}/{CLOUDFLARE_GATEWAY_ID}/compat	MATCH	models.rs:12	identical
api/cloudflare.ts:10-11	CLOUDFLARE_AI_GATEWAY_OPENAI_BASE_URL	.../{CLOUDFLARE_GATEWAY_ID}/openai	MATCH	models.rs:14	identical
api/cloudflare.ts:14-15	CLOUDFLARE_AI_GATEWAY_ANTHROPIC_BASE_URL	.../{CLOUDFLARE_GATEWAY_ID}/anthropic	MATCH	models.rs:15	identical
api/google-generative-ai.ts:186	generated tool call id format	`${name}_${Date.now()}_${++counter}`	MATCH	google_shared.rs:599-605	format!("{name}_{now_millis}_{counter}") with pre-increment; duplicate/missing-id gate identical (587-599)
api/google-generative-ai.ts:218-226	usage: input=prompt−cached, output=candidates+thoughts, cacheRead=cached, cacheWrite=0, reasoning=thoughts, totalTokens=totalTokenCount||0	as listed	MATCH	google_shared.rs:652-689	identical incl totalTokens literal-0 fallback
api/google-generative-ai.ts:295-297	streamSimple without reasoning sends thinking {enabled:false}	false	MATCH	google_shared.rs:121-127	only when model.reasoning
api/google-generative-ai.ts:299-300	clamped "off" reasoning maps to effort	high	MATCH	google_shared.rs:93-98	identical
api/google-generative-ai.ts:303	level-based thinking gate: gemini3-pro | gemini3-flash | gemma4	as listed	MATCH	google_shared.rs:101-104	gemma4 arm correctly gated to non-vertex api
api/google-generative-ai.ts:330	SDK apiVersion "" when baseUrl set (URL {base}/models/{id}:streamGenerateContent?alt=sse)	""	MATCH	http_api_provider.rs:2552	ri builds the SDK-equivalent URL directly
api/google-generative-ai.ts:375	thinkingConfig includeThoughts	true	MATCH	google_shared.rs:202-203	same
api/google-generative-ai.ts:405-407	gemma4 detection	/gemma-?4/ lowercase	MATCH	google_shared.rs:725-728	contains gemma4|gemma-4 — equivalent
api/google-generative-ai.ts:409-411	gemini3 pro detection	/gemini-3(?:\.\d+)?-pro/	MATCH	google_shared.rs:708-713	identical regex
api/google-generative-ai.ts:413-416	gemini3 flash detection	regex + exact ids gemini-flash-latest, gemini-flash-lite-latest	MATCH	google_shared.rs:715-723	identical incl both exact ids
api/google-generative-ai.ts:418-434	disabled thinking config: pro→LOW, flash→MINIMAL, gemma4→MINIMAL, else thinkingBudget 0	as listed	MATCH	google_shared.rs:223-233	identical (gemma4 non-vertex only, matching pi)
api/google-generative-ai.ts:436-467	thinking level tables: pro{min/low→LOW, med/high→HIGH}; gemma4{min/low→MINIMAL, med/high→HIGH}; default{MINIMAL,LOW,MEDIUM,HIGH}	as listed	MATCH	google_shared.rs:235-265	identical
api/google-generative-ai.ts:469-509	budget tables: 2.5-pro{128,2048,8192,32768}; 2.5-flash-lite{512,2048,8192,24576}; 2.5-flash{128,2048,8192,24576}; default -1; custom override per level	as listed	MATCH	google_shared.rs:283-334	identical (flash-lite branch non-vertex, matching pi vertex table)
api/google-generative-ai.ts:210-214	stopReason override to toolUse when any toolCall block	toolUse	MATCH	google_shared.rs:419-428	same
api/google-generative-ai.ts:(mapStopReason)	finish reason mapping STOP→stop, MAX_TOKENS→length, all other enum values→error	as listed	MATCH	google_shared.rs:691-697	ri collapses to catch-all error — same classification for every value pi enumerates
api/google-shared.ts:52-58	thought signature base64 validation	/^[A-Za-z0-9+/]+={0,2}$/ and len%4==0, non-empty	MATCH	google_shared.rs:982-994	equivalent charset/padding/length rules
api/google-shared.ts:63-65	signature replay gate	same provider AND model (api not compared)	MATCH	google_shared.rs:764-765,971-980	identical pair
api/google-shared.ts:70-72	requiresToolCallId model prefixes	claude-, gpt-oss-	MATCH	google_shared.rs:745-747	starts_with same
api/google-shared.ts:74-78	gemini major version parse	/^gemini(?:-live)?-(\d+)/	MATCH	google_shared.rs:1027-1039	prefix-strip equivalent
api/google-shared.ts:80-86	multimodal functionResponse support	version>=3; unknown→true	MATCH	google_shared.rs:1021-1025	identical
api/google-shared.ts:93-96	google tool call id normalization (only when requiresToolCallId)	[^a-zA-Z0-9_-]→_, max 64	MATCH	google_shared.rs:1005-1019	identical
api/google-shared.ts:193	tool result response value	text | "(see attached image)" | ""	MATCH	google_shared.rs:801-807	identical
api/google-shared.ts:206	tool result response key	error/output by isError	MATCH	google_shared.rs:812-816	same
api/google-shared.ts:214-222	merge consecutive functionResponses into last user turn	as listed	MATCH	google_shared.rs:833-859	identical
api/google-shared.ts:228	pre-Gemini-3 image turn prefix text	Tool result image:	MATCH	google_shared.rs:861-867	same
api/google-shared.ts:237-246	JSON_SCHEMA_META_DECLARATIONS	$schema,$id,$anchor,$dynamicAnchor,$vocabulary,$comment,$defs,definitions	MATCH	google_shared.rs:11-20	identical 8 entries
api/google-shared.ts:272-288	convertTools: parametersJsonSchema default, parameters+sanitize when useParameters	as listed	MATCH	google_shared.rs:38-62	identical
api/google-shared.ts:293-304	mapToolChoice auto→AUTO none→NONE any→ANY default AUTO	as listed	MATCH	google_shared.rs:699-706	identical
api/google-shared.ts:33-35	isThinkingPart	thought===true only	MATCH	google_shared.rs:730-732	signature ignored, same
api/google-shared.ts:46-49	retainThoughtSignature: non-empty incoming replaces, else keep existing	as listed	MATCH	google_shared.rs:734-743	identical
api/google-vertex.ts:54	Vertex API_VERSION	v1	MATCH	google_vertex.rs:10	same
api/google-vertex.ts:55	GCP_VERTEX_CREDENTIALS_MARKER	gcp-vertex-credentials	MATCH	google_vertex.rs:11,85	same sentinel, same skip-to-ADC behavior
api/google-vertex.ts:417-419	placeholder api key pattern	/^<[^>]+>$/	MATCH	google_vertex.rs:381-386	equivalent
api/google-vertex.ts:421-432	project resolution	options.project || GOOGLE_CLOUD_PROJECT || GCLOUD_PROJECT	MATCH	google_vertex.rs:359-368	same order
api/google-vertex.ts:434-440	location resolution	options.location || GOOGLE_CLOUD_LOCATION	MATCH	google_vertex.rs:370-379	same
api/google-vertex.ts:404-407	service account key file env	GOOGLE_APPLICATION_CREDENTIALS	MATCH	google_vertex.rs:150	pi passes keyFilename to SDK; ri reads the file itself
api/google-vertex.ts:387-393	custom baseUrl ignored when blank or contains "{location}"	{location}	MATCH	google_vertex.rs:92-99	identical
api/google-vertex.ts:395-402	baseUrl api-version segment detection	/^v\d+(?:beta\d*)?$/ per path segment	MATCH	google_vertex.rs:319-329,392-407	equivalent incl beta suffix
api/google-vertex.ts:373	baseUrlResourceScope	COLLECTION	MATCH	google_vertex.rs:353	same
api/google-vertex.ts:318	vertex level-based gate: gemini3 pro/flash only (no gemma4)	as listed	MATCH	google_shared.rs:99-104	ri gates gemma4 on api!="google-vertex"
api/google-vertex.ts:528-552	vertex getGemini3ThinkingLevel has no gemma4 branch	as listed	MATCH	google_shared.rs:246-256	gemma4 table skipped on vertex
api/google-vertex.ts:512-526	vertex disabled thinking: pro→LOW, flash→MINIMAL, else budget 0 (no gemma4)	as listed	MATCH	google_shared.rs:223-233	gemma4 arm non-vertex only
api/google-vertex.ts:554-584	vertex budget tables: 2.5-pro{128,2048,8192,32768}, 2.5-flash{128,2048,8192,24576}, no flash-lite branch, default -1	as listed	MATCH	google_shared.rs:301-334	flash-lite branch disabled on vertex, matching pi
api/google-vertex.ts:409-415	api key resolution trims + rejects marker/placeholder	as listed	MATCH	google_vertex.rs:67-90	ri additionally falls back to GOOGLE_CLOUD_API_KEY env — in pi that fallback lives in env-api-keys.ts (auth layer), net behavior equal
-	Google ADC token chain: env GOOGLE_OAUTH_ACCESS_TOKEN/GOOGLE_ACCESS_TOKEN/CLOUDSDK_AUTH_ACCESS_TOKEN, gcloud application_default_credentials.json (APPDATA + HOME/.config), token URI https://oauth2.googleapis.com/token, scope cloud-platform, RS256 JWT exp now+3600	-	EXTRA_IN_RI	google_vertex.rs:101-317	re-implements google-auth-library internals that pi gets from the SDK; no pi literals in packages/ai/src. Values match Google's documented defaults
api/bedrock-converse-stream.ts:103	EMPTY_TEXT_PLACEHOLDER	<empty>	MATCH	bedrock.rs:1344	same, used for blank user/tool-result content
api/bedrock-converse-stream.ts:134	profile resolution	options.profile || AWS_PROFILE (request-scoped)	MATCH	bedrock.rs:72-75	get_provider_env_value with scoped env
api/bedrock-converse-stream.ts:137	ambient profile gate reads process env AWS_PROFILE only	process env	MATCH	bedrock.rs:51-54	explicitly process-env, matching pi getProviderEnvValue("AWS_PROFILE") without options.env
api/bedrock-converse-stream.ts:166	ARN region extraction	/^arn:aws(?:-[a-z0-9-]+)?:bedrock:([a-z0-9-]+):/	MATCH	bedrock.rs:122-131	identical regex
api/bedrock-converse-stream.ts:169-175	region order ARN > option/env > endpoint(when pinned) > "us-east-1" unless ambient profile	us-east-1	MATCH	bedrock.rs:45-71	identical
api/bedrock-converse-stream.ts:954-960	configured region envs	AWS_REGION then AWS_DEFAULT_REGION	MATCH	bedrock.rs:133-140	same order, scoped env
api/bedrock-converse-stream.ts:977-989	standard endpoint region pattern	bedrock-runtime(-fips).{region}.amazonaws.com(.cn)	MATCH	bedrock.rs:92-109	equivalent host parsing
api/bedrock-converse-stream.ts:991-1002	explicit endpoint rule: non-standard host always; standard only when no region and no ambient profile	as listed	MATCH	bedrock.rs:111-120	identical
api/bedrock-converse-stream.ts:153,178-188	AWS_BEDROCK_SKIP_AUTH=="1" (dummy creds "dummy-access-key"/"dummy-secret-key") and explicit AWS_ACCESS_KEY_ID/AWS_SECRET_ACCESS_KEY/AWS_SESSION_TOKEN creds — pi resolves all via request-scoped options.env	scoped env	DRIFT	bedrock.rs:150-171, http_api_provider.rs:1055	values identical, but ri's credential resolver reads process env only: a request-scoped AWS_BEDROCK_SKIP_AUTH=1 suppresses the bearer (http:1055, scoped) yet never injects dummy creds, and request-scoped AWS_ACCESS_KEY_ID overrides are ignored. Only affects callers using options.env
api/bedrock-converse-stream.ts:154-158	bearer precedence	options.bearerToken || options.apiKey || AWS_BEARER_TOKEN_BEDROCK (scoped)	MATCH	http_api_provider.rs:1058-1068	api_key || scoped env; Bearer header only when no authorization header present (pi: authSchemePreference httpBearerAuth). Standalone `bearerToken` option key is not read in ri but pi's simple path never sets it
api/bedrock-converse-stream.ts:199	force HTTP/1.1 escape hatch	AWS_BEDROCK_FORCE_HTTP1=="1"	MATCH	http_api_provider.rs:2201-2205	same name/value, request-scoped, reqwest Version::HTTP_11
api/bedrock-converse-stream.ts:222	stream() inferenceConfig.maxTokens default	options.maxTokens ?? (Claude ? model.maxTokens (unclamped) : omit)	DRIFT	http_api_provider.rs:984-997,1087-1097	ri routes stream() through stream_simple defaults: ALL models get maxTokens = clampToContext(model.maxTokens) when unset. pi raw stream(): Claude gets unclamped model cap, non-Claude omits the field (Bedrock server default). pi's own streamSimple matches ri; differs only for direct stream() callers
api/bedrock-converse-stream.ts:245	response metadata surfaced as	x-amzn-requestid	MATCH	http_api_provider.rs:2207	ri passes raw HTTP response headers, which carry AWS's x-amzn-requestid natively; pi synthesizes it from SDK $metadata
api/bedrock-converse-stream.ts:362-366	reserved caller headers never overridden	authorization, host exact; x-amz-* prefix (case-insensitive)	MATCH	http_api_provider.rs:1039-1047	identical filter
api/bedrock-converse-stream.ts:392-438	streamSimple: clamped model-cap default maxTokens; non-adaptive Claude → adjustMaxTokensForThinking + clamp + budgets[level]=min(adjusted, max(0, maxTokens-1024))	1024	MATCH	http_api_provider.rs:1084-1130	apply_bedrock_simple_stream_defaults identical incl clamp_reasoning level key
api/bedrock-converse-stream.ts:577-588	adaptive thinking model set	opus-4-6, opus-4-7, opus-4-8, sonnet-4-6, sonnet-5, fable-5	MATCH	bedrock.rs:1715-1726	identical
api/bedrock-converse-stream.ts:590-595	native xhigh effort set	opus-4-7, opus-4-8, sonnet-5, fable-5	MATCH	bedrock.rs:1728-1737	identical
api/bedrock-converse-stream.ts:569-575	match candidates: lowercase + separator runs [\s_.:]+ → "-", id and name	as listed	MATCH	bedrock.rs:1787-1809	run-collapsing normalization identical
api/bedrock-converse-stream.ts:597-617	mapThinkingLevelToEffort: xhigh+native→xhigh; thinkingLevelMap passthrough; minimal/low→low, medium→medium, high/default→high	passthrough	DRIFT	bedrock.rs:1739-1760	same structure but ri whitelists mapped strings {low,medium,high,xhigh,max}, coercing other mapped values to "high"; pi passes them verbatim (custom-model edge only)
api/bedrock-converse-stream.ts:623-631	PI_CACHE_RETENTION long/short defaults	long/short	DRIFT	bedrock.rs:1648-1656	same values; ri reads process env only, pi consults request-scoped options.env first
api/bedrock-converse-stream.ts:638-648	isAnthropicClaudeModel: id needs anthropic.claude|anthropic/claude; name also matches bare "claude"	as listed	MATCH	bedrock.rs:1699-1709	identical (bare claude only via name)
api/bedrock-converse-stream.ts:662-681	supportsPromptCaching: claude ref required else AWS_BEDROCK_FORCE_CACHE=="1"; fable-5|sonnet-5; "-4-"; claude-3-7-sonnet; claude-3-5-haiku	5 rules	MATCH	bedrock.rs:1607-1624	identical rules incl Claude 5 ids; FORCE_CACHE read from process env in ri vs scoped in pi (covered by env-scoping DRIFT row)
api/bedrock-converse-stream.ts:708,899	cachePoint	type "default"; ttl "1h" for long retention	MATCH	bedrock.rs:1659-1666	wire values identical (CachePointType.DEFAULT="default", CacheTTL.ONE_HOUR="1h")
api/bedrock-converse-stream.ts:893-903	cache point appended to last message only when it is a user message	strictly-last	MATCH	bedrock.rs:1626-1646	last_mut + role check, same semantics
api/bedrock-converse-stream.ts:715-718	tool call id normalization	[^a-zA-Z0-9_-]→_, max 64	MATCH	bedrock.rs:1686-1697	identical
api/bedrock-converse-stream.ts:853-885	consecutive toolResults merged into one user message; status error/success	as listed	MATCH	bedrock.rs:1439-1471	identical
api/bedrock-converse-stream.ts:804-833	thinking replay: signature only for Claude; unsigned → plain text; non-Claude → reasoningText without signature	as listed	MATCH	bedrock.rs:1404-1430	identical
api/bedrock-converse-stream.ts:939-952	stop reasons: end_turn|stop_sequence→stop; max_tokens|model_context_window_exceeded→length; tool_use→toolUse; other→error(reason); empty→error	as listed	MATCH	bedrock.rs:1183-1192	identical
api/bedrock-converse-stream.ts:531	usage totalTokens fallback	totalTokens || input+output (cache not added)	MATCH	bedrock.rs:1163-1169	zero filtered like || ; fallback excludes cache tokens, mirroring pi
api/bedrock-converse-stream.ts:270-280	stream exception events	internalServerException, modelStreamErrorException, validationException, throttlingException, serviceUnavailableException	MATCH	bedrock.rs:1320-1342	same five, same human prefixes
